n_features,cluster,method,split,percent_rmse,rmse,mae,r2
180,1,MLP,test,49.55836638980532,61.47110919468592,42.56470489501953,0.6529381275177002
180,1,MLP,train,40.059972919877914,65.00225732258265,49.38591003417969,0.26524919271469116
190,0,NNLS,test,18.96198935546881,38.89666024987257,36.491702624191035,0.3148900931084363
190,0,NNLS,train,20.45782866590474,40.86889863192138,31.13007141858973,0.2824921338694799
190,0,LINEAR,test,14.949573987695903,30.66600710394522,26.748796463012695,0.5741564035415649
190,0,LINEAR,train,9.0891197095697,18.157465199759265,15.08793830871582,0.8583713173866272
190,0,XGB,test,19.84591965812289,40.709863285818095,36.646949768066406,0.24952727556228638
190,0,XGB,train,0.014496686417388058,0.028960239005148727,0.020485496148467064,0.9999996423721313
190,0,MLP,test,103.278273874906,211.85435002614415,206.60134887695312,-19.32405662536621
190,0,MLP,train,103.38918685382288,206.54206593331054,200.86361694335938,-17.325584411621094
190,1,NNLS,test,18.56110783208647,23.022790488010063,13.698303049679243,0.9513166242710284
190,1,NNLS,train,23.43698299433666,38.02940163014738,28.88588298140667,0.7485091447545125
190,1,LINEAR,test,24.358663035046526,30.213950627152354,23.594161987304688,0.9161545038223267
190,1,LINEAR,train,20.01105951308124,32.47041735071613,25.679283142089844,0.8166592717170715
190,1,XGB,test,24.127652756896595,29.927410551929647,17.283967971801758,0.9177372455596924
190,1,XGB,train,1.8213579608128392,2.9553784043259754,1.8368258476257324,0.9984811544418335
190,1,MLP,test,131.19066116079472,162.72601469763524,127.41929626464844,-1.4320850372314453
190,1,MLP,train,110.86993525694257,179.90017305612855,164.0139923095703,-4.627899646759033
200,0,NNLS,test,21.484467612821106,44.07101078475594,39.92314618220675,0.12048825522158124
200,0,NNLS,train,20.527928009657003,41.00893709938349,31.469480753426943,0.27756658647629695
200,0,LINEAR,test,15.223801853310345,31.22852973381772,27.303668975830078,0.558390200138092
200,0,LINEAR,train,8.914933672709275,17.809491248085248,14.849148750305176,0.8637477159500122
200,0,XGB,test,18.661640067460212,38.28055484062698,33.57249069213867,0.3364218473434448
200,0,XGB,train,0.016740545018389702,0.03344282761248887,0.02428741380572319,0.9999995231628418
200,0,MLP,test,38.95860895350089,79.91565377790512,71.40226745605469,-1.8920071125030518
200,0,MLP,train,15.720458343784644,31.40498578767739,18.835071563720703,0.5763199329376221
200,1,NNLS,test,20.08768963387312,24.916329025865327,15.867488980963813,0.9429792564123428
200,1,NNLS,train,23.794313969992004,38.60921530289584,28.41494514034548,0.7407819950808363
200,1,LINEAR,test,24.6013312486131,30.514950949416786,24.202051162719727,0.9144755601882935
200,1,LINEAR,train,19.908052150233576,32.303275173178065,25.526947021484375,0.818541944026947
200,1,XGB,test,27.009325819694013,33.50177452739444,23.53550148010254,0.8969138264656067
200,1,XGB,train,2.509935799196137,4.072681052701187,1.2416770458221436,0.9971156716346741
200,1,MLP,test,39.683694103314885,49.222782572897586,30.491907119750977,0.7774656414985657
200,1,MLP,train,18.35396511873829,29.781576885338758,22.29722785949707,0.845766544342041
210,0,NNLS,test,20.233796161775874,41.50551295625456,38.13754100390313,0.21990554343192859
210,0,NNLS,train,21.440515446750513,42.83202615093558,33.11115791504831,0.21190597231942176
210,0,LINEAR,test,14.770218482617409,30.29809580443959,26.819955825805664,0.584313154220581
210,0,LINEAR,train,2.992081967901392,5.977325191326894,4.856886386871338,0.9846519231796265
210,0,XGB,test,18.61489541497553,38.184667703886724,33.851959228515625,0.3397420048713684
210,0,XGB,train,0.0001884427355760365,0.00037645476379486576,0.0003002166631631553,1.0
210,0,MLP,test,103.88297645787512,213.0947742496282,207.88905334472656,-19.56275177001953
210,0,MLP,train,103.94105796539488,207.64454679210817,201.9840087890625,-17.52174186706543
210,1,NNLS,test,20.802817287111914,25.803357660235818,16.771500990657966,0.938847078958126
210,1,NNLS,train,24.117223967316317,39.133176684000375,28.73700581028,0.7336986175300031
